nivel,usuario_objetivo,periodo,id,date,text,username,user_displayname,user_id,reply_count,retweet_count,like_count,quote_count,views_count,lang,url,user_followers,user_verified,user_location
1,todonoticias,rango,2010111384395055226,2026-01-10 22:07:54+00:00,Aseguran que Mariana Nannis se puso de novia con un misterioso hombre en Marbella https://t.co/Z1L4U7T0Bl,todonoticias,TN - Todo Noticias,25992212,3,1,1,1,5242.0,es,https://x.com/todonoticias/status/2010111384395055226,5719809,False,Argentina
1,todonoticias,rango,2010104135522349139,2026-01-10 21:39:06+00:00,"⚽ JUGABAN UN PICADO ENTRE AMIGOS EN UNA ZONA EXCLUSIVA DE ECUADOR Y SICARIOS ARMADOS CON FUSILES DE ASALTO LOS EJECUTARON EN LA CANCHA.

▪️ Las cámaras de seguridad grabaron todo: hombres vestidos con ropa militar que vulneraron varios controles del complejo. Llegaron coordinados, en varios vehículos, con ametralladoras.

▪️ El partido se desarrollaba con normalidad hasta que los delincuentes entraron a las canchas. Los jugadores se tiraron al suelo. Uno de ellos fue revisado y le dispararon por la espalda.

▪️ Ocurrió en la Isla Mocoli, una de las áreas residenciales más caras del cantón Samborondón. Los tres hombres que murieron no vivían en la zona: habían sido invitados.

▪️ El ministro del Interior, John Reimberg, confirmó que las víctimas tenían antecedentes penales por narcotráfico internacional, asesinatos y robos. Los investigadores creen que fue un ajuste de cuentas.

Más información en la web de TN https://t.co/6d55F2Ze9q",todonoticias,TN - Todo Noticias,25992212,27,39,784,6,145884.0,es,https://x.com/todonoticias/status/2010104135522349139,5719809,False,Argentina
1,todonoticias,rango,2010101089794728157,2026-01-10 21:27:00+00:00,Camilota se animó a tirarse por un tobogán acuático y compartió una reflexión: “Vivan” https://t.co/zNVFjmShGW,todonoticias,TN - Todo Noticias,25992212,9,2,6,1,7167.0,es,https://x.com/todonoticias/status/2010101089794728157,5719809,False,Argentina
1,todonoticias,rango,2010097940648394883,2026-01-10 21:14:29+00:00,Rochi Igarzábal recordó su romance con Pablo Martínez de “Casi Ángeles”: “Mi relación más tóxica” https://t.co/96g3vECGVb,todonoticias,TN - Todo Noticias,25992212,3,1,10,0,8706.0,es,https://x.com/todonoticias/status/2010097940648394883,5719809,False,Argentina
1,todonoticias,rango,2010090859836907589,2026-01-10 20:46:21+00:00,"La bronca del fiscal general de Chubut por los incendios: “Lo que no se quemó el año pasado, se está quemando ahora” https://t.co/EwzVNKselc",todonoticias,TN - Todo Noticias,25992212,31,72,140,5,6496.0,es,https://x.com/todonoticias/status/2010090859836907589,5719809,False,Argentina
1,todonoticias,rango,2010089768739020946,2026-01-10 20:42:01+00:00,Murió una influencer de 19 años que compartía en Instagram su tratamiento contra el cáncer: había sido mamá el año pasado https://t.co/AKEBgC0MIE,todonoticias,TN - Todo Noticias,25992212,1,2,21,0,6512.0,es,https://x.com/todonoticias/status/2010089768739020946,5719809,False,Argentina
1,todonoticias,rango,2010087611088470404,2026-01-10 20:33:26+00:00,El error que casi todos cometen al limpiar las hornallas y que puede dañar la cocina https://t.co/UOoBpcIZz8,todonoticias,TN - Todo Noticias,25992212,2,2,6,0,4958.0,es,https://x.com/todonoticias/status/2010087611088470404,5719809,False,Argentina
1,todonoticias,rango,2010086045514395932,2026-01-10 20:27:13+00:00,Se conoció el video del momento previo a la paliza al hombre acusado de abusar de una mujer en un colectivo https://t.co/zmezrNwEqL,todonoticias,TN - Todo Noticias,25992212,1,1,5,0,5346.0,es,https://x.com/todonoticias/status/2010086045514395932,5719809,False,Argentina
1,todonoticias,rango,2010085544705810890,2026-01-10 20:25:14+00:00,"💔 TENÍA 19 AÑOS, ERA MAMÁ DE UN BEBÉ Y COMPARTÍA SU LUCHA CONTRA EL CÁNCER EN INSTAGRAM

▪️ Isabel Veloso murió en Curitiba después de años de mostrarle a 3,6 millones de seguidores cada día de su batalla contra el linfoma de Hodgkin.

▪️ Tenía solo 15 cuando le diagnosticaron el cáncer. Desde entonces, decidió no esconder nada: las internaciones, la caída del pelo, los trasplantes, los días en que apenas podía levantarse.

▪️ En agosto del año pasado anunció que estaba embarazada. Arthur, su hijo, tiene un año. Su esposo Lucas Borbas fue quien anunció la muerte con un mensaje desgarrador: ""Hoy mi corazón habla en silencio, porque el dolor es demasiado grande para ser contenido en palabras"".

▪️ Las últimas semanas fueron devastadoras. Isabel pasó 24 días internada por un trasplante de médula ósea. ""Salí de allí siendo otra persona"", escribió en octubre. No pudo recuperarse.

▪️ Su padre compartió una foto este sábado por la mañana con una frase que ahora resuena distinto: ""Vive por mí lo que yo no pude vivir"".

Más información en la web de TN 👇
https://t.co/uDC1CcpYLL",todonoticias,TN - Todo Noticias,25992212,35,46,960,3,93679.0,es,https://x.com/todonoticias/status/2010085544705810890,5719809,False,Argentina
1,todonoticias,rango,2010094866345160816,2026-01-10 21:02:16+00:00,"Terror, gritos y desesperación: los videos del tiroteo en una cancha de fútbol donde murieron tres personas https://t.co/RFW9izYJlt",todonoticias,TN - Todo Noticias,25992212,2,3,7,0,5870.0,es,https://x.com/todonoticias/status/2010094866345160816,5719809,False,Argentina
1,todonoticias,rango,2010085022968004802,2026-01-10 20:23:09+00:00,Flor Torrente debutó junto a Sebastián Presta en “Mi amiga y yo” https://t.co/AIoM9HkBV3,todonoticias,TN - Todo Noticias,25992212,0,1,6,0,6264.0,es,https://x.com/todonoticias/status/2010085022968004802,5719810,False,Argentina
1,todonoticias,rango,2010082811064078662,2026-01-10 20:14:22+00:00,La boga se abre camino como opción estratégica para la acuicultura argentina https://t.co/W3r6eZnNOl,todonoticias,TN - Todo Noticias,25992212,0,1,6,0,3962.0,es,https://x.com/todonoticias/status/2010082811064078662,5719810,False,Argentina
1,todonoticias,rango,2010079843967181125,2026-01-10 20:02:34+00:00,La decisión de Vélez con Maher Carrizo mientras se define su pase a River Plate https://t.co/GJ3H20BEk5,todonoticias,TN - Todo Noticias,25992212,0,1,1,0,4912.0,es,https://x.com/todonoticias/status/2010079843967181125,5719810,False,Argentina
1,todonoticias,rango,2010077461166600660,2026-01-10 19:53:06+00:00,"🚗 CUATRO AMIGOS MANEJARON DOS CUADRAS POR LA VEREDA EN MENDOZA, SE FILMARON Y LO VIRALIZARON.

▪️ Todo pasó en pleno barrio residencial de Guaymallén, en una vereda que a cualquier hora tiene vecinos.

▪️ En el video se los ve entre risas, tocando bocina y acelerando a bordo de un utilitario mientras peatones intentaban apartarse del camino.

▪️ Una vecina estaba regando tranquila cuando escuchó los bocinazos, levantó la vista y se encontró con una combi avanzando hacia ella por la vereda.

▪️ El municipio ya identificó al menos a dos de los cuatro responsables y la multa podría superar los 600 mil pesos por infracción gravísima.

▪️ Lo grabaron, lo subieron a redes y ahora enfrentan posibles sanciones penales.

Más información en la web de TN 👇
https://t.co/1I8icn7vb3",todonoticias,TN - Todo Noticias,25992212,10,11,21,1,11080.0,es,https://x.com/todonoticias/status/2010077461166600660,5719810,False,Argentina
1,todonoticias,rango,2010077240000655734,2026-01-10 19:52:14+00:00,La familia de la activista venezolana excarcelada Rocío San Miguel aseguró que no tiene una “libertad plena” https://t.co/lG22EfZqqJ,todonoticias,TN - Todo Noticias,25992212,1,2,4,0,3892.0,es,https://x.com/todonoticias/status/2010077240000655734,5719810,False,Argentina
1,todonoticias,rango,2010074772793589767,2026-01-10 19:42:25+00:00,Alerta en la Estación Espacial: la NASA ordenó el regreso anticipado de cuatro astronautas https://t.co/oRYEsjM7sy,todonoticias,TN - Todo Noticias,25992212,2,3,6,0,4224.0,es,https://x.com/todonoticias/status/2010074772793589767,5719810,False,Argentina
1,todonoticias,rango,2010072141220151511,2026-01-10 19:31:58+00:00,"Con Vaca Muerta en alza y Venezuela en crisis, la Argentina gana peso en el mapa petrolero regional https://t.co/jx5dw8GO2i",todonoticias,TN - Todo Noticias,25992212,4,3,17,0,4550.0,es,https://x.com/todonoticias/status/2010072141220151511,5719810,False,Argentina
1,todonoticias,rango,2010069599018971527,2026-01-10 19:21:52+00:00,Argelia fue eliminada de la Copa Africana por una selección que no jugará el Mundial 2026 https://t.co/hmBTZRJBg4,todonoticias,TN - Todo Noticias,25992212,0,2,3,0,4306.0,es,https://x.com/todonoticias/status/2010069599018971527,5719810,False,Argentina
1,todonoticias,rango,2010065751734980783,2026-01-10 19:06:35+00:00,Aseguran que Ian Lucas y Evangelina Anderson se pelearon: “Hubo un cortocircuito” https://t.co/59NsqWUWNS,todonoticias,TN - Todo Noticias,25992212,10,1,17,0,16908.0,es,https://x.com/todonoticias/status/2010065751734980783,5719810,False,Argentina
1,todonoticias,rango,2010063724539756590,2026-01-10 18:58:31+00:00,Video: un manifestante irrumpió en la embajada de Irán en Londres y retiró la bandera oficial durante una protesta https://t.co/sTvimg8EOW,todonoticias,TN - Todo Noticias,25992212,0,1,9,0,3990.0,es,https://x.com/todonoticias/status/2010063724539756590,5719810,False,Argentina
1,todonoticias,rango,2010060141165433232,2026-01-10 18:44:17+00:00,"Un nene de 5 años quiso subir al micro escolar, su brazo quedó trabado en la puerta y murió atropellado https://t.co/5ZNo8QmGfv",todonoticias,TN - Todo Noticias,25992212,4,4,25,0,8933.0,es,https://x.com/todonoticias/status/2010060141165433232,5719810,False,Argentina
1,todonoticias,rango,2010055955161960520,2026-01-10 18:27:39+00:00,Plazos fijo tradicional vs. plazo fijo UVA: la opción que eligieron los argentinos en 2025 https://t.co/MnwU9Pj3Xb,todonoticias,TN - Todo Noticias,25992212,0,1,2,1,4216.0,es,https://x.com/todonoticias/status/2010055955161960520,5719810,False,Argentina
1,todonoticias,rango,2010052765452587314,2026-01-10 18:14:58+00:00,Wanda Nara expuso a Grego Rossello y mostró el mensaje que le mandó al saber que estaba soltera https://t.co/b06dTVd8l9,todonoticias,TN - Todo Noticias,25992212,7,1,19,1,8652.0,es,https://x.com/todonoticias/status/2010052765452587314,5719810,False,Argentina
1,todonoticias,rango,2010050726362218621,2026-01-10 18:06:52+00:00,"González Urrutia reclamó acelerar la liberación de presos políticos: “No se ha alcanzado ni siquiera el 1 % de las excarcelaciones anunciadas"" https://t.co/aoNvgnb9lY",todonoticias,TN - Todo Noticias,25992212,1,2,24,0,4287.0,es,https://x.com/todonoticias/status/2010050726362218621,5719810,False,Argentina
1,todonoticias,rango,2010048127160537528,2026-01-10 17:56:33+00:00,Brasil informó que dejará de representar a la Argentina en Venezuela y el Gobierno redefine su estrategia diplomática https://t.co/TflsM0g8zt,todonoticias,TN - Todo Noticias,25992212,2,3,9,0,4140.0,es,https://x.com/todonoticias/status/2010048127160537528,5719810,False,Argentina
1,todonoticias,rango,2010045611257557270,2026-01-10 17:46:33+00:00,Filtraron las fotos de Julieta Díaz a los besos con un hombre en la Costa https://t.co/MFePUl1tpH,todonoticias,TN - Todo Noticias,25992212,5,1,7,0,8143.0,es,https://x.com/todonoticias/status/2010045611257557270,5719810,False,Argentina
1,todonoticias,rango,2010043555037778124,2026-01-10 17:38:22+00:00,Sorpresa en Inglaterra: el campeón de la FA Cup quedó eliminado con un rival de sexta división y su capitán tuvo un inesperado gesto con los hinchas https://t.co/zK5A6dokbB,todonoticias,TN - Todo Noticias,25992212,0,1,3,0,4215.0,es,https://x.com/todonoticias/status/2010043555037778124,5719810,False,Argentina
1,todonoticias,rango,2010040514469376127,2026-01-10 17:26:18+00:00,Una marca coreana lanzaría un nuevo SUV de entrada de gama https://t.co/dOmsQRpZvt,todonoticias,TN - Todo Noticias,25992212,0,1,4,1,13285.0,es,https://x.com/todonoticias/status/2010040514469376127,5719810,False,Argentina
1,todonoticias,rango,2010037995680788527,2026-01-10 17:16:17+00:00,Julieta Poggio cumplió 24 años: las fotos del festejo XXL en Carlos Paz https://t.co/egM7ireEwZ,todonoticias,TN - Todo Noticias,25992212,1,8,44,1,6503.0,es,https://x.com/todonoticias/status/2010037995680788527,5719810,False,Argentina
1,todonoticias,rango,2010036229367337429,2026-01-10 17:09:16+00:00,Detuvieron a un delincuente que intentó robarle un reloj a un turista italiano en Monserrat https://t.co/z6uA9cdPXe,todonoticias,TN - Todo Noticias,25992212,0,3,5,1,4737.0,es,https://x.com/todonoticias/status/2010036229367337429,5719810,False,Argentina
1,todonoticias,rango,2010034368253726845,2026-01-10 17:01:52+00:00,Video: un grupo de jóvenes se filmó mientras manejaba por la vereda en Mendoza https://t.co/zzLhOBlEyG,todonoticias,TN - Todo Noticias,25992212,0,1,3,0,4134.0,es,https://x.com/todonoticias/status/2010034368253726845,5719813,False,Argentina
1,todonoticias,rango,2010032690385371358,2026-01-10 16:55:12+00:00,Detuvieron a 39 personas acusadas de integrar una banda narco en Rosario: aseguran que usaban a mellizas de 7 años y a un nene de 10 años para vender droga https://t.co/fY8MXXV80i,todonoticias,TN - Todo Noticias,25992212,0,4,8,0,3729.0,es,https://x.com/todonoticias/status/2010032690385371358,5719813,False,Argentina
1,todonoticias,rango,2010030668114506151,2026-01-10 16:47:10+00:00,Megaoperativo en Rosario: detuvieron a 39 personas acusadas de integrar una banda narco https://t.co/5sbwctB2vA,todonoticias,TN - Todo Noticias,25992212,1,3,11,0,3887.0,es,https://x.com/todonoticias/status/2010030668114506151,5719813,False,Argentina
1,todonoticias,rango,2010030355781193755,2026-01-10 16:45:56+00:00,Horror en el paraíso: una turista murió desangrada tras el feroz ataque de un tiburón en las Islas Vírgenes de EE.UU. https://t.co/IoeYlNeUqm,todonoticias,TN - Todo Noticias,25992212,1,3,21,0,7951.0,es,https://x.com/todonoticias/status/2010030355781193755,5719813,False,Argentina
1,todonoticias,rango,2010026491950567608,2026-01-10 16:30:34+00:00,Hay un nuevo Peugeot 408 con cambios en el diseño https://t.co/kM3RAem2VE,todonoticias,TN - Todo Noticias,25992212,0,1,1,0,3985.0,es,https://x.com/todonoticias/status/2010026491950567608,5719813,False,Argentina
1,todonoticias,rango,2010022625624408146,2026-01-10 16:15:13+00:00,La burla de Sabrina Rojas a Griselda Siciliani después de que Luciano Castro le fuera infiel https://t.co/0gmnaVbVxN,todonoticias,TN - Todo Noticias,25992212,4,1,15,0,13469.0,es,https://x.com/todonoticias/status/2010022625624408146,5719813,False,Argentina
1,todonoticias,rango,2010017790539747717,2026-01-10 15:56:00+00:00,Horror en Estados Unidos: detuvieron a un hombre que robó más de 100 restos humanos de un cementerio y los guardó en su casa https://t.co/pREr6SyzeP,todonoticias,TN - Todo Noticias,25992212,6,1,18,0,5901.0,es,https://x.com/todonoticias/status/2010017790539747717,5719813,False,Argentina
1,todonoticias,rango,2010014935800074527,2026-01-10 15:44:39+00:00,"""Busco mi plato de comida"": el desgarrador relato de un exparticipante de Gran Hermano que no llega fin de mes: https://t.co/bNODtE6XX7",todonoticias,TN - Todo Noticias,25992212,9,2,16,1,29028.0,es,https://x.com/todonoticias/status/2010014935800074527,5719813,False,Argentina
1,todonoticias,rango,2010012477635911981,2026-01-10 15:34:53+00:00,La posible llegada del jugador de la Selección argentina que ilusiona a Rosario Central https://t.co/vKyvLbHzeZ,todonoticias,TN - Todo Noticias,25992212,1,1,8,0,3972.0,es,https://x.com/todonoticias/status/2010012477635911981,5719813,False,Argentina
1,todonoticias,rango,2010010532871389482,2026-01-10 15:27:09+00:00,"Stephen Hawking: “Por muy difícil que parezca la vida, siempre hay algo que puedes hacer y en lo que puedes tener éxito. Lo importante es no rendirse” https://t.co/6XyDfxGyoT",todonoticias,TN - Todo Noticias,25992212,0,5,19,0,5423.0,es,https://x.com/todonoticias/status/2010010532871389482,5719813,False,Argentina
1,todonoticias,rango,2010006269009043883,2026-01-10 15:10:13+00:00,"“Sin agua, no hay alimentos”: el trabajo de un ingeniero agrónomo para revertir la crisis en el Chaco salteño https://t.co/fgy2Crh22g",todonoticias,TN - Todo Noticias,25992212,1,2,11,0,3765.0,es,https://x.com/todonoticias/status/2010006269009043883,5719813,False,Argentina
1,todonoticias,rango,2010001424415883322,2026-01-10 14:50:58+00:00,El gobernador de Chubut confirmó que encontraron combustible donde se inició el fuego y continúa la búsqueda de los responsables https://t.co/uXOk81NpJS,todonoticias,TN - Todo Noticias,25992212,19,33,70,1,6389.0,es,https://x.com/todonoticias/status/2010001424415883322,5719813,False,Argentina
1,todonoticias,rango,2009999436588494955,2026-01-10 14:43:04+00:00,Los 10 nombres de nena más usados en la Argentina durante 2025 https://t.co/sCEEpxQJzk,todonoticias,TN - Todo Noticias,25992212,0,2,4,0,7746.0,es,https://x.com/todonoticias/status/2009999436588494955,5719813,False,Argentina
1,todonoticias,rango,2009997003347148994,2026-01-10 14:33:24+00:00,"Se trata de Virgilio Laverde, que había sido apresado el 15 de agosto del 2024. 

Aún 800 personas esperan salir en libertad. 

https://t.co/inyDlqeL0y https://t.co/hqFZdsmvYc",todonoticias,TN - Todo Noticias,25992212,3,7,32,0,6698.0,es,https://x.com/todonoticias/status/2009997003347148994,5719813,False,Argentina
1,todonoticias,rango,2009995447193264485,2026-01-10 14:27:13+00:00,Milei destacó el pago de los vencimientos de deuda y criticó a los que “agitaron el fantasma del default” https://t.co/yLa7woCeFV,todonoticias,TN - Todo Noticias,25992212,6,1,6,1,3577.0,es,https://x.com/todonoticias/status/2009995447193264485,5719813,False,Argentina
1,todonoticias,rango,2009994187240853745,2026-01-10 14:22:12+00:00,Córdoba: una beba nació con cocaína en sangre y hay alarma por el aumento de casos similares https://t.co/umwPJnCPt0,todonoticias,TN - Todo Noticias,25992212,4,3,8,1,3971.0,es,https://x.com/todonoticias/status/2009994187240853745,5719813,False,Argentina
1,todonoticias,rango,2009991338784075780,2026-01-10 14:10:53+00:00,Subastaron el primer cómic de Superman por US$15 millones: fue de Nicolas Cage y es un ícono de la cultura pop https://t.co/9vKgbhfgG3,todonoticias,TN - Todo Noticias,25992212,0,4,14,2,5281.0,es,https://x.com/todonoticias/status/2009991338784075780,5719813,False,Argentina
1,todonoticias,rango,2009989786245689816,2026-01-10 14:04:43+00:00,"Tras llegar a Alianza Lima, Advíncula reveló que le dijo a Juan Román Riquelme por su salida anticipada de Boca https://t.co/UM7w3vVqLn",todonoticias,TN - Todo Noticias,25992212,1,1,3,0,3935.0,es,https://x.com/todonoticias/status/2009989786245689816,5719813,False,Argentina
1,todonoticias,rango,2009987874712703039,2026-01-10 13:57:07+00:00,De los apapachos al desinterés y de vuelta al cariño (y el ciclo se repite) https://t.co/qzOSEBGgyR,todonoticias,TN - Todo Noticias,25992212,0,1,4,0,3435.0,es,https://x.com/todonoticias/status/2009987874712703039,5719813,False,Argentina
1,todonoticias,rango,2009984535954411750,2026-01-10 13:43:51+00:00,Racing destrabó la negociación con Huracán y llegó a un acuerdo para incorporar a Matko Miljevic https://t.co/da3x7lOQAK,todonoticias,TN - Todo Noticias,25992212,0,1,2,0,3961.0,es,https://x.com/todonoticias/status/2009984535954411750,5719813,False,Argentina
1,todonoticias,rango,2009981721488318959,2026-01-10 13:32:40+00:00,Incendios en Chubut: revelaron la impactante foto que confirma que el fuego fue provocado de manera intencional https://t.co/OVmoitObn7,todonoticias,TN - Todo Noticias,25992212,4,7,15,2,4669.0,es,https://x.com/todonoticias/status/2009981721488318959,5719810,False,Argentina
1,todonoticias,rango,2009980229352071568,2026-01-10 13:26:44+00:00,Dramático rescate en San Luis: un ministro se metió en un arroyo desbordado para salvar a dos turistas que habían quedado atrapadas https://t.co/es6yQOBCNL,todonoticias,TN - Todo Noticias,25992212,0,2,12,0,3599.0,es,https://x.com/todonoticias/status/2009980229352071568,5719810,False,Argentina
1,todonoticias,rango,2009977913408663681,2026-01-10 13:17:32+00:00,El Gobierno detuvo en Corrientes a un ciudadano venezolano acusado de tener vínculos terroristas https://t.co/fv504fQ4Qq,todonoticias,TN - Todo Noticias,25992212,0,3,9,0,3725.0,es,https://x.com/todonoticias/status/2009977913408663681,5719810,False,Argentina
1,todonoticias,rango,2009977878486663428,2026-01-10 13:17:24+00:00,Brasil: una mujer conoció a un hombre por una app de citas y la mantuvo cautiva durante un año https://t.co/8f887ikOhS,todonoticias,TN - Todo Noticias,25992212,1,2,6,1,3689.0,es,https://x.com/todonoticias/status/2009977878486663428,5719810,False,Argentina
1,todonoticias,rango,2009976401206882589,2026-01-10 13:11:32+00:00,OPINIÓN | Las Provincias Unidas contra el Brasil: una guerra olvidada https://t.co/MWnhQ2vkQ4,todonoticias,TN - Todo Noticias,25992212,0,1,4,0,3818.0,es,https://x.com/todonoticias/status/2009976401206882589,5719810,False,Argentina
1,todonoticias,rango,2009973838432387223,2026-01-10 13:01:21+00:00,"""Estamos muy seguros de lo que sentimos y por qué nos elegimos""

Ella tiene 25, él 68 y se conocieron en un hotel. Se casaron y construyeron un vínculo que ignora el paso del tiempo y las críticas.

""Es muy lindo vivir sin prejuicios, inténtelo"" https://t.co/IlMmsUuFDs https://t.co/hwQjgu2kPU",todonoticias,TN - Todo Noticias,25992212,250,39,530,36,299566.0,es,https://x.com/todonoticias/status/2009973838432387223,5719810,False,Argentina
1,todonoticias,rango,2009971993664188444,2026-01-10 12:54:01+00:00,Nick Jonas se grabó escuchando el nuevo tema de J Balvin en el que menciona a su esposa y su reacción se hizo viral https://t.co/selMUaFhGt,todonoticias,TN - Todo Noticias,25992212,0,1,1,0,4007.0,es,https://x.com/todonoticias/status/2009971993664188444,5719810,False,Argentina
1,todonoticias,rango,2009971081235280367,2026-01-10 12:50:23+00:00,Aseguran que Morena Rial pidió que le hagan un amarre a su exnovio: el escandaloso chat con la tarotista https://t.co/DVnw6SzHpo,todonoticias,TN - Todo Noticias,25992212,2,2,4,1,7368.0,es,https://x.com/todonoticias/status/2009971081235280367,5719810,False,Argentina
1,todonoticias,rango,2009968261006291119,2026-01-10 12:39:11+00:00,"Convertirán la casa de la infancia de David Bowie en un museo: ""Acá inició una carrera extraordinaria"" https://t.co/VeduNpHBy1",todonoticias,TN - Todo Noticias,25992212,0,3,10,0,3793.0,es,https://x.com/todonoticias/status/2009968261006291119,5719810,False,Argentina
1,todonoticias,rango,2009965410855076291,2026-01-10 12:27:51+00:00,Fue bicampeón con la Selección argentina juvenil y ahora será compañero de Messi en Inter Miami https://t.co/LknRobTWri,todonoticias,TN - Todo Noticias,25992212,1,1,6,0,4147.0,es,https://x.com/todonoticias/status/2009965410855076291,5719810,False,Argentina
1,todonoticias,rango,2009963987698418167,2026-01-10 12:22:12+00:00,"Carlos Alcaraz venció a Jannik Sinner en una exhibición de tenis en Corea del Sur, previa al Abierto de Australia https://t.co/tYF56MZOHK",todonoticias,TN - Todo Noticias,25992212,0,1,4,0,4427.0,es,https://x.com/todonoticias/status/2009963987698418167,5719810,False,Argentina
1,todonoticias,rango,2009960137142776047,2026-01-10 12:06:54+00:00,Minimalismo japonés: cuáles son los beneficios de dormir en una cama cerca del piso https://t.co/t5ip2Mi30B,todonoticias,TN - Todo Noticias,25992212,2,1,3,0,4301.0,es,https://x.com/todonoticias/status/2009960137142776047,5719810,False,Argentina
1,todonoticias,rango,2009958188163150331,2026-01-10 11:59:09+00:00,OPINIÓN | Por qué la conferencia de prensa de Trump terminó arruinando la hazaña de la captura de Nicolás Maduro https://t.co/zA1ewhaxYd,todonoticias,TN - Todo Noticias,25992212,2,3,8,3,4141.0,es,https://x.com/todonoticias/status/2009958188163150331,5719810,False,Argentina
1,todonoticias,rango,2009956794773221651,2026-01-10 11:53:37+00:00,Horror en La Matanza: detuvieron a un hombre acusado de matar a su pareja y a su bebé de 11 meses https://t.co/JPia61IHj7,todonoticias,TN - Todo Noticias,25992212,2,3,11,0,4201.0,es,https://x.com/todonoticias/status/2009956794773221651,5719810,False,Argentina
1,todonoticias,rango,2009954812377362715,2026-01-10 11:45:45+00:00,Arrestaron a un reconocido actor de High School Musical por un escandaloso motivo https://t.co/PX9KHexiFf,todonoticias,TN - Todo Noticias,25992212,0,1,5,0,3691.0,es,https://x.com/todonoticias/status/2009954812377362715,5719810,False,Argentina
1,todonoticias,rango,2009953146945368143,2026-01-10 11:39:08+00:00,Horror en La Matanza: detuvieron a un hombre acusado de matar a su pareja y a su bebé de 11 meses https://t.co/qZYNvD4wnK,todonoticias,TN - Todo Noticias,25992212,1,6,14,0,4864.0,es,https://x.com/todonoticias/status/2009953146945368143,5719810,False,Argentina
