nivel,usuario_objetivo,periodo,id,date,text,username,user_displayname,user_id,reply_count,retweet_count,like_count,quote_count,views_count,lang,url,user_followers,user_verified
1,todonoticias,rango,1986550946046923231,2025-11-07T00:47:08Z,"Un piloto quiso probar en la ruta un auto de carreras, pero chocó contra una alcantarilla y murió https://t.co/WHye1W5j6A",todonoticias,TN - Todo Noticias,25992212,0,3,5,0,4969,es,https://x.com/todonoticias/status/1986550946046923231,6164134,FALSE
1,todonoticias,rango,1986548956604834284,2025-11-07T00:39:14Z,Adiós a las toallas de algodón: la nueva opción para los baños que es tendencia a nivel mundial en 2025 https://t.co/hUmZHJnjUQ,todonoticias,TN - Todo Noticias,25992212,0,1,1,0,4739,es,https://x.com/todonoticias/status/1986548956604834284,6164134,FALSE
1,todonoticias,rango,1986548946366239064,2025-11-07T00:39:11Z,El enigmático mensaje de Marcos Galperín que anticipa el futuro de Franco Colapinto en la F1 https://t.co/vvw4apv1BY,todonoticias,TN - Todo Noticias,25992212,2,6,60,0,21812,es,https://x.com/todonoticias/status/1986548946366239064,6164134,FALSE
1,todonoticias,rango,1986546562663637371,2025-11-07T00:29:43Z,"Milei en el America Business Forum: ""El kirchnerismo es una de las sucursales del socialismo del Siglo XXI y que en algún lugar de la costa oeste ha entrado"" https://t.co/2GhaKKe0sD https://t.co/UOM9ZrcSsx",todonoticias,TN - Todo Noticias,25992212,5,7,23,1,6407,es,https://x.com/todonoticias/status/1986546562663637371,6164134,FALSE
1,todonoticias,rango,1986546265945997647,2025-11-07T00:28:32Z,Google detectó una ola de ciberataques impulsados por IA que cambian su código para evitar ser detectados https://t.co/3j5fMuM6hR,todonoticias,TN - Todo Noticias,25992212,0,3,5,0,5304,es,https://x.com/todonoticias/status/1986546265945997647,6164134,FALSE
1,todonoticias,rango,1986543427958546528,2025-11-07T00:17:16Z,Supermercados buscan empleados: cómo postularse en noviembre de 2025 https://t.co/m2x59IJ5XU,todonoticias,TN - Todo Noticias,25992212,0,3,6,1,5881,es,https://x.com/todonoticias/status/1986543427958546528,6164134,FALSE
1,todonoticias,rango,1986541963508609095,2025-11-07T00:11:26Z,"Milei en el America Business Forum: ""Me alegra compartir escenario con uno de nuestros más ilustres deportistas, Lionel Messi. Y la prueba de que a veces yo también puedo felicitar a un zurdo"" https://t.co/VjqZIoGdUn",todonoticias,TN - Todo Noticias,25992212,34,37,343,9,19045,es,https://x.com/todonoticias/status/1986541963508609095,6164134,FALSE
1,todonoticias,rango,1986541963479232794,2025-11-07T00:11:26Z,Qué hizo la China Suárez al ver el comentario sexual que le dejó Mauro Icardi en las redes https://t.co/ZlZZnbRjo4,todonoticias,TN - Todo Noticias,25992212,1,1,2,0,5410,es,https://x.com/todonoticias/status/1986541963479232794,6164134,FALSE
1,todonoticias,rango,1986539666330497228,2025-11-07T00:02:19Z,Pocos lo saben: para qué sirve el agujerito del candado https://t.co/bWOJLOa4x6,todonoticias,TN - Todo Noticias,25992212,2,1,2,0,5657,es,https://x.com/todonoticias/status/1986539666330497228,6164134,FALSE
1,todonoticias,rango,1986538888295506354,2025-11-06T23:59:13Z,Un hombre violo la perimetral y entró a la casa de su expareja: ella lo encerró y logró escapar https://t.co/iKJj07ayn6,todonoticias,TN - Todo Noticias,25992212,3,3,14,0,5335,es,https://x.com/todonoticias/status/1986538888295506354,6164134,FALSE
1,todonoticias,rango,1986536975382315494,2025-11-06T23:51:37Z,"Colapinto habló del trabajo que realiza en Alpine para 2026, aunque su futuro aún no está definido: ""Intento no hablar del tema"" https://t.co/iPLlGAA0D3",todonoticias,TN - Todo Noticias,25992212,0,1,5,0,5632,es,https://x.com/todonoticias/status/1986536975382315494,6164134,FALSE
1,todonoticias,rango,1986534959428038859,2025-11-06T23:43:37Z,Misterio en Villa Luro: encontraron muertas a una madre y su hija en su casa e investigan un homicidio https://t.co/3S15uiM0WP,todonoticias,TN - Todo Noticias,25992212,1,4,9,1,9895,es,https://x.com/todonoticias/status/1986534959428038859,6164134,FALSE
1,todonoticias,rango,1986534371948699791,2025-11-06T23:41:16Z,Las 5 plantas aromáticas que perfuman tu casa y ahuyentan a las arañas https://t.co/8IomxKtsmk,todonoticias,TN - Todo Noticias,25992212,0,2,6,0,5190,es,https://x.com/todonoticias/status/1986534371948699791,6164134,FALSE
1,todonoticias,rango,1986531589317403016,2025-11-06T23:30:13Z,Los colibríes llegarán a tu patio todos los días en noviembre si dejás este producto natural en una bandeja https://t.co/bPcETJ396a,todonoticias,TN - Todo Noticias,25992212,0,3,12,0,5535,es,https://x.com/todonoticias/status/1986531589317403016,6164134,FALSE
1,todonoticias,rango,1986530842030850480,2025-11-06T23:27:15Z,¿Cuánto es 8 x 8 + 8 x 8 - (8 +8)? La cuenta matemática que pone a prueba a los genios https://t.co/nKBzwHtfU2,todonoticias,TN - Todo Noticias,25992212,10,3,7,4,6683,es,https://x.com/todonoticias/status/1986530842030850480,6164134,FALSE
1,todonoticias,rango,1986528332133900327,2025-11-06T23:17:16Z,Cande Tinelli estalló en medio del conflicto familiar y apuntó contra todas las exparejas de su papá Marcelo https://t.co/sJ6DBjMoMn,todonoticias,TN - Todo Noticias,25992212,1,1,5,0,6332,es,https://x.com/todonoticias/status/1986528332133900327,6164134,FALSE
1,todonoticias,rango,1986527832617656453,2025-11-06T23:15:17Z,Hornear cáscaras de mandarina y romero: por qué recomiendan hacerlo y para qué sirve https://t.co/cXFt6giiZj,todonoticias,TN - Todo Noticias,25992212,1,1,3,0,5384,es,https://x.com/todonoticias/status/1986527832617656453,6164134,FALSE
1,todonoticias,rango,1986527061415240028,2025-11-06T23:12:13Z,Parques Nacionales: el Presupuesto 2026 contempla una caída en las partidas de casi el 30% https://t.co/bDmVU3fQHs,todonoticias,TN - Todo Noticias,25992212,0,3,3,0,5441,es,https://x.com/todonoticias/status/1986527061415240028,6164134,FALSE
1,todonoticias,rango,1986526311423377897,2025-11-06T23:09:15Z,Susana Trimarco contó que recibió un llamado con una supuesta pista sobre Marita Verón: “Tengo que averiguar” https://t.co/iyv1S7TfMd,todonoticias,TN - Todo Noticias,25992212,7,4,8,0,6252,es,https://x.com/todonoticias/status/1986526311423377897,6164134,FALSE
1,todonoticias,rango,1986524038441910616,2025-11-06T23:00:13Z,Adiós al desorden en las cocinas chicas: la nueva tendencia que optimiza el espacio https://t.co/ks5lL8kicL,todonoticias,TN - Todo Noticias,25992212,0,1,2,1,5094,es,https://x.com/todonoticias/status/1986524038441910616,6164134,FALSE
1,todonoticias,rango,1986522864816669152,2025-11-06T22:55:33Z,Dramático video: un jubilado fue atropellado por un colectivo cuando cruzaba una avenida con su bastón https://t.co/95ceo26tea,todonoticias,TN - Todo Noticias,25992212,3,1,4,0,5275,es,https://x.com/todonoticias/status/1986522864816669152,6164134,FALSE
1,todonoticias,rango,1986521770460172311,2025-11-06T22:51:12Z,La Libertad Avanza suma a una diputada más y ya son seis los legisladores del PRO que cambiaron de bloque https://t.co/s2UgnApvF5,todonoticias,TN - Todo Noticias,25992212,1,5,17,3,6235,es,https://x.com/todonoticias/status/1986521770460172311,6164134,FALSE
1,todonoticias,rango,1986519512104247420,2025-11-06T22:42:14Z,Dramático video: un jubilado fue atropellado por un colectivo cuando cruzaba una avenida con su bastón https://t.co/PbBmdf946C,todonoticias,TN - Todo Noticias,25992212,1,1,6,0,5209,es,https://x.com/todonoticias/status/1986519512104247420,6164134,FALSE
1,todonoticias,rango,1986517833791180906,2025-11-06T22:35:33Z,Licuar la semilla de la palta con agua: para qué sirve y por qué recomiendan hacerlo https://t.co/Zo5usXsM6S,todonoticias,TN - Todo Noticias,25992212,1,1,3,0,5380,es,https://x.com/todonoticias/status/1986517833791180906,6164134,FALSE
1,todonoticias,rango,1986517247402393883,2025-11-06T22:33:14Z,El esposo de la mujer baleada en una lancha en Escobar reveló cómo fue el ataque: https://t.co/GWvsXT6RVq,todonoticias,TN - Todo Noticias,25992212,2,1,5,1,6563,es,https://x.com/todonoticias/status/1986517247402393883,6164134,FALSE
1,todonoticias,rango,1986516935643705368,2025-11-06T22:31:59Z,La China Suárez volvió a provocar a Wanda Nara con un video de Mauro Icardi https://t.co/IqT2PGNRzt,todonoticias,TN - Todo Noticias,25992212,1,1,3,1,5577,es,https://x.com/todonoticias/status/1986516935643705368,6164134,FALSE
1,todonoticias,rango,1986514979739308102,2025-11-06T22:24:13Z,Habló la esposa del jubilado que golpeó a la joven en Villa del Parque: “Nos están acosando” https://t.co/Dyt7fuCtNG,todonoticias,TN - Todo Noticias,25992212,8,1,12,1,9063,es,https://x.com/todonoticias/status/1986514979739308102,6164134,FALSE
1,todonoticias,rango,1986513816646209637,2025-11-06T22:19:36Z,Dejar las semillas de limón en alcohol: para qué sirve y por qué recomiendan hacerlo https://t.co/Nf9Gv6uucA,todonoticias,TN - Todo Noticias,25992212,0,1,4,0,4760,es,https://x.com/todonoticias/status/1986513816646209637,6164134,FALSE
1,todonoticias,rango,1986510934924214521,2025-11-06T22:08:09Z,Mauro Icardi le escribió un mensaje hot a la China Suárez y dejó a todos en shock https://t.co/dQLJ7GvuSp,todonoticias,TN - Todo Noticias,25992212,26,8,109,0,23084,es,https://x.com/todonoticias/status/1986510934924214521,6164134,FALSE
1,todonoticias,rango,1986509281836081506,2025-11-06T22:01:35Z,Milei habla en un foro global ante empresarios y líderes conservadores en Miami https://t.co/RE6oavPTSz,todonoticias,TN - Todo Noticias,25992212,2,5,6,0,5457,es,https://x.com/todonoticias/status/1986509281836081506,6164134,FALSE
1,todonoticias,rango,1986506957956469006,2025-11-06T21:52:20Z,"El Gobierno afirma que postergará hasta marzo las negociaciones con la oposición por las vacantes en la Corte Suprema

Por Ignacio Salerno https://t.co/CPu46lDRrm",todonoticias,TN - Todo Noticias,25992212,0,4,6,0,5330,es,https://x.com/todonoticias/status/1986506957956469006,6164134,FALSE
1,todonoticias,rango,1986504195646574781,2025-11-06T21:41:22Z,"El abogado de Spagnuolo dijo que los audios son falsos y pidió la nulidad de la causa por las presuntas coimas en ANDIS

Por Bruno Yacono https://t.co/6JTWrIK0Yj",todonoticias,TN - Todo Noticias,25992212,1,4,13,2,6333,es,https://x.com/todonoticias/status/1986504195646574781,6164134,FALSE
1,todonoticias,rango,1986504184909213933,2025-11-06T21:41:19Z,Detuvieron a un hombre por tener relaciones sexuales con su novia mientras conducía a 140 km/h https://t.co/9SEACg42yr,todonoticias,TN - Todo Noticias,25992212,6,1,3,0,5265,es,https://x.com/todonoticias/status/1986504184909213933,6164134,FALSE
1,todonoticias,rango,1986500915264622993,2025-11-06T21:28:20Z,"Declara la jueza Makintach: “Viví un escarnio mediático de cosas que no son reales” 

Por Carolina Villalba https://t.co/svImg3pKPw",todonoticias,TN - Todo Noticias,25992212,2,2,4,0,5101,es,https://x.com/todonoticias/status/1986500915264622993,6164134,FALSE
1,todonoticias,rango,1986499130152411556,2025-11-06T21:21:14Z,Declara la jueza Makintach: “Viví un escarnio mediático de cosas que no son reales” https://t.co/buBUQMAHIz,todonoticias,TN - Todo Noticias,25992212,0,1,3,0,5147,es,https://x.com/todonoticias/status/1986499130152411556,6164134,FALSE
1,todonoticias,rango,1986499046890950850,2025-11-06T21:20:54Z,Video viral: la tremenda caída del baterista de Maná cuando quiso hacer un truco sobre el escenario https://t.co/wVqnJCp99U,todonoticias,TN - Todo Noticias,25992212,2,2,7,0,5446,es,https://x.com/todonoticias/status/1986499046890950850,6164134,FALSE
1,todonoticias,rango,1986495876370735591,2025-11-06T21:08:18Z,El abogado de Spagnuolo dijo que los audios son falsos y pidió la nulidad de la causa https://t.co/F4CRY6Xeed,todonoticias,TN - Todo Noticias,25992212,4,5,19,1,6136,es,https://x.com/todonoticias/status/1986495876370735591,6164134,FALSE
1,todonoticias,rango,1986493862861275178,2025-11-06T21:00:18Z,Millonario hurto en la estación experimental del INTA en Viedma https://t.co/XQzlxe5R3v,todonoticias,TN - Todo Noticias,25992212,0,2,7,0,5628,es,https://x.com/todonoticias/status/1986493862861275178,6164134,FALSE
1,todonoticias,rango,1986492186955796841,2025-11-06T20:53:39Z,La sorpresiva revelación de Cristiano Ronaldo sobre su ausencia al funeral de Diogo Jota https://t.co/OhmOnmvXho,todonoticias,TN - Todo Noticias,25992212,0,2,5,0,5027,es,https://x.com/todonoticias/status/1986492186955796841,6164134,FALSE
1,todonoticias,rango,1986489426805989582,2025-11-06T20:42:41Z,Micaela Tinelli hizo un posteo letal tras la denuncia de su hermana Juana: “Son todos unos vivos bárbaros” https://t.co/d7z0U1kCbH,todonoticias,TN - Todo Noticias,25992212,6,1,8,0,10965,es,https://x.com/todonoticias/status/1986489426805989582,6164134,FALSE
1,todonoticias,rango,1986487811990856168,2025-11-06T20:36:16Z,"Milei propuso a Fernando Iglesias como embajador ante la UE, en pleno rearmado del equipo de Cancillería https://t.co/96Gs7dX27v",todonoticias,TN - Todo Noticias,25992212,9,4,28,2,5402,es,https://x.com/todonoticias/status/1986487811990856168,6164134,FALSE
1,todonoticias,rango,1986487182882713953,2025-11-06T20:33:46Z,Florencia Peña disfruta de playas paradisíacas a cara lavada y en microbikini bicolor https://t.co/89WQdzhR2U,todonoticias,TN - Todo Noticias,25992212,49,5,29,3,29996,es,https://x.com/todonoticias/status/1986487182882713953,6164134,FALSE
1,todonoticias,rango,1986484276628500533,2025-11-06T20:22:13Z,Tapia confirmó que los jugadores del fútbol argentino no serán convocados para el amistoso de la Selección ante Angola https://t.co/ikDcfN1x23,todonoticias,TN - Todo Noticias,25992212,0,2,4,0,5340,es,https://x.com/todonoticias/status/1986484276628500533,6164134,FALSE
1,todonoticias,rango,1986482280752423411,2025-11-06T20:14:17Z,Las líneas B y D de subte extenderán sus horarios este fin de semana: los motivos https://t.co/3FjhrMpCMt,todonoticias,TN - Todo Noticias,25992212,0,2,10,0,5478,es,https://x.com/todonoticias/status/1986482280752423411,6164134,FALSE
1,todonoticias,rango,1986481594933350671,2025-11-06T20:11:33Z,Violento robo en Solano: delincuentes asaltaron un comercio a mano armada y le apuntaron a una nena https://t.co/iAtFRyGF4v,todonoticias,TN - Todo Noticias,25992212,0,3,5,0,5312,es,https://x.com/todonoticias/status/1986481594933350671,6164134,FALSE
1,todonoticias,rango,1986481012160032896,2025-11-06T20:09:14Z,El Gobierno afirma que postergará hasta marzo las negociaciones con la oposición por las vacantes en la Corte https://t.co/iZH5UCAgYG,todonoticias,TN - Todo Noticias,25992212,0,2,6,0,5286,es,https://x.com/todonoticias/status/1986481012160032896,6164134,FALSE
1,todonoticias,rango,1986477843195301951,2025-11-06T19:56:39Z,La vidente que se hizo famosa por hablar de Thiago Medina ahora lanzó una brutal advertencia para Tinelli https://t.co/A6SdUifcRB,todonoticias,TN - Todo Noticias,25992212,4,1,4,0,9710,es,https://x.com/todonoticias/status/1986477843195301951,6164134,FALSE
1,todonoticias,rango,1986475835369373849,2025-11-06T19:48:40Z,"En medio del escándalo con Soledad Aquino, Paula Robles mostró su nuevo trabajo y generó sorpresa https://t.co/8Z8qzD76OL",todonoticias,TN - Todo Noticias,25992212,0,1,4,0,6107,es,https://x.com/todonoticias/status/1986475835369373849,6164134,FALSE
1,todonoticias,rango,1986474218968772940,2025-11-06T19:42:15Z,No es para decorar: para qué sirve colgar cintas doradas y plateadas en el balcón https://t.co/X5qxIHDQDz,todonoticias,TN - Todo Noticias,25992212,1,1,3,0,5653,es,https://x.com/todonoticias/status/1986474218968772940,6164134,FALSE
1,todonoticias,rango,1986472758495039497,2025-11-06T19:36:27Z,Demi Moore tuvo un accidente fashionista con sus guantes: “Es como ponerse medias de compresión” https://t.co/3PdW00mseQ,todonoticias,TN - Todo Noticias,25992212,0,1,3,0,5672,es,https://x.com/todonoticias/status/1986472758495039497,6164134,FALSE
1,todonoticias,rango,1986470344849318278,2025-11-06T19:26:51Z,El jubilado que le pegó una trompada a una joven en Villa del Parque deberá presentarse ante la Justicia https://t.co/ldj2gjk6rW,todonoticias,TN - Todo Noticias,25992212,18,2,6,0,6376,es,https://x.com/todonoticias/status/1986470344849318278,6164134,FALSE
1,todonoticias,rango,1986468521677890043,2025-11-06T19:19:37Z,El jubilado que le pegó una trompada a una joven en Villa del Parque deberá presentarse ante la Justicia https://t.co/YhOPXXrs2m,todonoticias,TN - Todo Noticias,25992212,8,1,6,0,6455,es,https://x.com/todonoticias/status/1986468521677890043,6164134,FALSE
1,todonoticias,rango,1986467833937637777,2025-11-06T19:16:53Z,"Un hombre recibió un tiro en el pecho, señaló a su asesino antes de morir y todo quedó grabado https://t.co/winWunUuar",todonoticias,TN - Todo Noticias,25992212,0,2,9,0,5704,es,https://x.com/todonoticias/status/1986467833937637777,6164134,FALSE
1,todonoticias,rango,1986466183219191906,2025-11-06T19:10:19Z,Aventura en bicicleta: un joven emprendió un viaje desde Luján rumbo a Ushuaia y recorrerá más de 3000 km https://t.co/OYc2GsKyfD,todonoticias,TN - Todo Noticias,25992212,0,1,5,0,4896,es,https://x.com/todonoticias/status/1986466183219191906,6164134,FALSE
1,todonoticias,rango,1986465428173168674,2025-11-06T19:07:19Z,El truco alemán para limpiar los acolchados con bolsas de bicarbonato y sal gruesa https://t.co/PATLhQVr4i,todonoticias,TN - Todo Noticias,25992212,1,1,2,0,4692,es,https://x.com/todonoticias/status/1986465428173168674,6164134,FALSE
1,todonoticias,rango,1986464688256000400,2025-11-06T19:04:23Z,"Nico Durán, experto en jardinería: “Antes de florecer, hay que rociar al jazmín con la dosis justa de vinagre” https://t.co/63lwBeCwgA",todonoticias,TN - Todo Noticias,25992212,1,2,9,1,5623,es,https://x.com/todonoticias/status/1986464688256000400,6164134,FALSE
1,todonoticias,rango,1986464367987106269,2025-11-06T19:03:06Z,"Causa Cuadernos: así fue el momento en el que uno de los jueces le pidió a Cristina Kirchner que apareciera en cámara https://t.co/m26p8AUYvE

El  abogado de la expresidenta, Carlos Beraldi, tuvo que mover la compu para mostrar que CFK estaba presente en la audiencia virtual. 

Entre otros exfuncionarios, también se lo pudo ver a Julio de Vido.",todonoticias,TN - Todo Noticias,25992212,89,140,563,8,39841,es,https://x.com/todonoticias/status/1986464367987106269,6164134,FALSE
1,todonoticias,rango,1986463985047343302,2025-11-06T19:01:35Z,"La Justicia le concedió la prisión domiciliaria a Elías Piccirillo, el exmarido de Jesica Cirio https://t.co/uWgVO5Kjnr",todonoticias,TN - Todo Noticias,25992212,3,1,4,0,4546,es,https://x.com/todonoticias/status/1986463985047343302,6164134,FALSE
1,todonoticias,rango,1986462791532704084,2025-11-06T18:56:50Z,Astronautas chinos iban a volver del espacio y quedaron varados luego de que basura espacial golpeara la nave https://t.co/hBjtKCzKp9,todonoticias,TN - Todo Noticias,25992212,0,2,4,0,4342,es,https://x.com/todonoticias/status/1986462791532704084,6164134,FALSE
1,todonoticias,rango,1986460544836985009,2025-11-06T18:47:55Z,Un boxeador atacó salvajemente a un taxista: “Me mordió y me pateó la cabeza de forma repetida” https://t.co/61CqXOSOkd,todonoticias,TN - Todo Noticias,25992212,0,1,3,0,4778,es,https://x.com/todonoticias/status/1986460544836985009,6164134,FALSE
1,todonoticias,rango,1986455990431072359,2025-11-06T18:29:49Z,Una médica fue detenida y acusada de ordenar el asesinato de una mujer para quedarse con su hija https://t.co/aMa5hMCyGT,todonoticias,TN - Todo Noticias,25992212,2,3,4,0,6788,es,https://x.com/todonoticias/status/1986455990431072359,6164134,FALSE
1,todonoticias,rango,1986453499266167223,2025-11-06T18:19:55Z,La China Suárez se cansó de las críticas de Yanina Latorre y la encaró por las redes con un mensaje letal https://t.co/gvH8UpZjgx,todonoticias,TN - Todo Noticias,25992212,18,12,102,0,10609,es,https://x.com/todonoticias/status/1986453499266167223,6164134,FALSE
1,todonoticias,rango,1986449049700925637,2025-11-06T18:02:14Z,Detuvieron a una mujer de 43 años acusada de abusar de un adolescente de 14 y tener un hijo con él https://t.co/WJeaIAhV2d,todonoticias,TN - Todo Noticias,25992212,2,3,7,0,4552,es,https://x.com/todonoticias/status/1986449049700925637,6164134,FALSE
1,todonoticias,rango,1986448309209436656,2025-11-06T17:59:17Z,Causa Cuadernos: el momento en el que uno de los jueces le pidió a Cristina Kirchner que apareciera en cámara https://t.co/S1teQq2Nrz,todonoticias,TN - Todo Noticias,25992212,98,227,1010,33,40026,es,https://x.com/todonoticias/status/1986448309209436656,6164134,FALSE
1,todonoticias,rango,1986448024810197374,2025-11-06T17:58:10Z,"Javier Milei adelantó que mantendrá el esquema de bandas cambiarias hasta fines de 2027

https://t.co/ICLPvVGxEr",todonoticias,TN - Todo Noticias,25992212,1,5,11,1,3984,es,https://x.com/todonoticias/status/1986448024810197374,6164134,FALSE
1,todonoticias,rango,1986447564497928685,2025-11-06T17:56:20Z,"La historia de la fábrica de cubiertos que conquistó desde la Casa Rosada hasta la mesaza de Mirtha Legrand

Por Stephane Bailly

https://t.co/RSvd36ljs8",todonoticias,TN - Todo Noticias,25992212,0,1,6,0,3770,es,https://x.com/todonoticias/status/1986447564497928685,6164134,FALSE
